model_id,layer,type_a,type_b,space,overlap,sigma_1,sigma_2,angle_1_deg,angle_2_deg,mean_angle_deg,shared_dimension_sigma_ge_0_5
Qwen/Qwen3.5-4B,16,2,7,raw,0.03643883368335334,0.2672813932078239,0.03792524504326006,74.49744226096196,87.82652228192855,81.16198227144525,0
Qwen/Qwen3.5-4B,16,2,7,label_residualized,0.044929508754631454,0.2968514807364709,0.04169191640867058,72.73140647510265,87.61053657486076,80.1709715249817,0
Qwen/Qwen3.5-4B,16,2,8,raw,0.09326968166955558,0.41157255877476423,0.130948051542222,65.69634116724094,82.47561998915181,74.08598057819637,0
Qwen/Qwen3.5-4B,16,2,8,label_residualized,0.10735460684107204,0.46130658358690263,0.043651456121463796,62.528548862258326,87.49816084386266,75.01335485306049,0
Qwen/Qwen3.5-4B,16,2,9,raw,0.019414203489528836,0.1970443269083181,0.0013929150388774733,78.63582771150865,89.92019182124453,84.27800976637658,0
Qwen/Qwen3.5-4B,16,2,9,label_residualized,0.00663083381563346,0.11353142001701275,0.019294670253403076,83.48107314835484,88.89442822231034,86.18775068533259,0
Qwen/Qwen3.5-4B,16,3,4,raw,0.46625142457192137,0.9621999918257923,0.08169470530143262,15.80378764593288,85.31401589145334,50.55890176869311,1
Qwen/Qwen3.5-4B,16,3,4,label_residualized,0.2999727990042766,0.7745605178105736,0.001265803132152799,39.23479542042535,89.92747480346586,64.5811351119456,1
Qwen/Qwen3.5-4B,16,3,5,raw,0.007645832536839021,0.12306647959849618,0.01209572953198634,82.93088890869932,89.30694884731678,86.11891887800805,0
Qwen/Qwen3.5-4B,16,3,5,label_residualized,0.14485103254173456,0.528210434488571,0.10342051044577281,58.1153793479356,84.06382696840849,71.08960315817205,1
Qwen/Qwen3.5-4B,16,3,6,raw,0.027823708534579474,0.22096623863935777,0.08259139453195681,77.23420883319784,85.2624651681148,81.24833700065632,0
Qwen/Qwen3.5-4B,16,3,6,label_residualized,0.07799344143651886,0.3416174233805012,0.19820297403395615,70.02455308687955,78.56810651730892,74.29632980209423,0
Qwen/Qwen3.5-4B,16,3,7,raw,0.001967067990713765,0.05328928084346426,0.0330815436250173,86.94530218770642,88.10422127681333,87.52476173225988,0
Qwen/Qwen3.5-4B,16,3,7,label_residualized,0.014701879912927093,0.15848590298042387,0.06546738411097437,80.88097646278558,86.24631055936807,83.56364351107683,0
Qwen/Qwen3.5-4B,16,3,8,raw,0.1822900560166148,0.601008403230961,0.05804318460422516,53.05784660286277,86.67250030876772,69.86517345581524,1
Qwen/Qwen3.5-4B,16,3,8,label_residualized,0.09454288475104014,0.4303361574522086,0.06242244060711022,64.51110457232102,86.42113082143092,75.46611769687597,0
Qwen/Qwen3.5-4B,16,3,9,raw,0.06707756212974315,0.35972847818909176,0.06892420648253016,68.91647811940784,86.04780045565522,77.48213928753154,0
Qwen/Qwen3.5-4B,16,3,9,label_residualized,0.01441721570887085,0.1649815205432507,0.04019364747044802,80.5038390386574,87.69645311131798,84.10014607498769,0
Qwen/Qwen3.5-4B,16,4,5,raw,0.009355042792813052,0.13456135222985918,0.024562737463439975,82.26674421341589,88.59251725688124,85.42963073514856,0
Qwen/Qwen3.5-4B,16,4,5,label_residualized,0.18987244592723296,0.5996545461950837,0.14198350989475553,53.154839656123244,81.83736028863576,67.49609997237951,1
Qwen/Qwen3.5-4B,16,4,6,raw,0.025388411006956237,0.2240767120433445,0.02380019188486815,77.05140853986579,88.63622068078995,82.84381461032787,0
Qwen/Qwen3.5-4B,16,4,6,label_residualized,0.09162397082235553,0.3848759352637564,0.18739918916462753,67.36396161040278,79.1989573928517,73.28145950162724,0
Qwen/Qwen3.5-4B,16,4,7,raw,0.026927438961073778,0.2300648662101811,0.030414392281270835,76.699109279157,88.25711491034224,82.47811209474962,0
Qwen/Qwen3.5-4B,16,4,7,label_residualized,0.02698131356498105,0.2197252124400124,0.07538871366559802,77.30710608265234,85.67644281034353,81.49177444649794,0
Qwen/Qwen3.5-4B,16,4,8,raw,0.17478895019861238,0.5781632115191611,0.1237141917609883,54.67854384446132,82.89349195524774,68.78601789985453,1
Qwen/Qwen3.5-4B,16,4,8,label_residualized,0.11681920962364761,0.40413542334150604,0.26516594586763387,66.16304033943116,74.6231864416207,70.39311339052594,0
Qwen/Qwen3.5-4B,16,4,9,raw,0.043661620143999,0.29384246832213234,0.03130246153826636,72.91186031374589,88.20620804470902,80.55903417922745,0
Qwen/Qwen3.5-4B,16,4,9,label_residualized,0.027850530769196108,0.23544972452076843,0.016263110449310544,76.38186603057375,89.06815132917058,82.72500867987216,0
Qwen/Qwen3.5-4B,16,5,6,raw,0.07170533604834131,0.35262668481487625,0.13807640367981974,69.35194069574467,82.06344872774007,75.70769471174236,0
Qwen/Qwen3.5-4B,16,5,6,label_residualized,0.0825782723695385,0.3989074958789756,0.07764891802621635,66.49010148074699,85.54656181821596,76.01833164948147,0
Qwen/Qwen3.5-4B,16,5,7,raw,0.0043901104370071805,0.0864137027011391,0.036233863435928354,85.04267677961215,87.92349800976143,86.48308739468679,0
Qwen/Qwen3.5-4B,16,5,7,label_residualized,0.006001076665106254,0.0883655954666068,0.06475858914495056,84.93041204205646,86.28700788420744,85.60870996313196,0
Qwen/Qwen3.5-4B,16,5,8,raw,0.04663570027080855,0.3049491305059987,0.01665618039204912,72.24489649685559,89.04562702890549,80.64526176288054,0
Qwen/Qwen3.5-4B,16,5,8,label_residualized,0.09261916783768001,0.3746275535566666,0.2118785779438472,67.99870475194125,77.7675355316215,72.88312014178138,0
Qwen/Qwen3.5-4B,16,5,9,raw,0.014551211057278747,0.16961661748671064,0.018238014884421512,80.23447085731235,88.95498078167962,84.59472581949598,0
Qwen/Qwen3.5-4B,16,5,9,label_residualized,0.008194070710658984,0.11517920027872573,0.05587390486149283,83.38603884938179,86.79699301569404,85.09151593253792,0
Qwen/Qwen3.5-4B,16,6,7,raw,0.006064903942992439,0.10922948942509571,0.014097039615386726,83.72909907183599,89.19227237208555,86.46068572196077,0
Qwen/Qwen3.5-4B,16,6,7,label_residualized,0.006349629657306194,0.09311389248630395,0.0634748953576248,84.65722741393274,86.36070977419475,85.50896859406375,0
Qwen/Qwen3.5-4B,16,6,8,raw,0.03930934454187042,0.27528847073560264,0.05324422000362188,74.02079413248401,86.9478876541888,80.48434089333641,0
Qwen/Qwen3.5-4B,16,6,8,label_residualized,0.039615453122254285,0.24116055265941325,0.14516368032505564,76.04495276480147,81.6532423337359,78.84909754926869,0
Qwen/Qwen3.5-4B,16,6,9,raw,0.007199042942467808,0.11985937482594783,0.005640580756319184,83.1160132263632,89.6768168149039,86.39641502063355,0
Qwen/Qwen3.5-4B,16,6,9,label_residualized,0.009483192893662338,0.13764209938069324,0.004586748892193783,82.08857241657732,89.7371977253015,85.91288507093941,0
Qwen/Qwen3.5-4B,16,7,8,raw,0.012920730526596279,0.1583152568902429,0.027887999013356257,80.89087878099758,88.40192816427596,84.64640347263676,0
Qwen/Qwen3.5-4B,16,7,8,label_residualized,0.008051709639184123,0.12554092821377505,0.018517414009305493,82.78800523339254,88.93896968694696,85.86348746016975,0
Qwen/Qwen3.5-4B,16,7,9,raw,0.44890953228401287,0.8953619614055044,0.31007422117311495,26.445039492002767,71.93629654131566,49.19066801665921,1
Qwen/Qwen3.5-4B,16,7,9,label_residualized,0.5627786785716041,0.8951960806015572,0.5693692425999305,26.466373152149227,55.29374717358772,40.880060162868475,2
Qwen/Qwen3.5-4B,16,8,9,raw,0.08013616868054386,0.3932156932913177,0.07519146168625858,66.8452622031193,85.68777668551955,76.26651944431943,0
Qwen/Qwen3.5-4B,16,8,9,label_residualized,0.020465623014020336,0.1931195843746567,0.06029985206449945,78.86510416339215,86.54297581085332,82.70403998712274,0
Qwen/Qwen3.5-4B,24,1,2,raw,0.028252085654712447,0.23511120579343228,0.0350270212804804,76.40182193684578,87.99268890988009,82.19725542336293,0
Qwen/Qwen3.5-4B,24,1,2,label_residualized,0.01600730430707044,0.17094643786517477,0.05283866004497861,80.1571484978832,86.97115728469862,83.56415289129092,0
Qwen/Qwen3.5-4B,24,1,3,raw,0.14452426325281076,0.5159156301723685,0.15126000479131757,58.941323361159135,81.30004726602685,70.12068531359299,1
Qwen/Qwen3.5-4B,24,1,3,label_residualized,0.0923254725704371,0.4088386900469087,0.13229463580055661,65.86809601995614,82.39778926603117,74.13294264299365,0
Qwen/Qwen3.5-4B,24,1,4,raw,0.09150429775535245,0.4277281022088453,0.007567436258371357,64.67653402767793,89.56641370229514,77.12147386498654,0
Qwen/Qwen3.5-4B,24,1,4,label_residualized,0.05551839735873376,0.3214087031006763,0.08793884402588437,71.25186131436537,84.9549586583011,78.10340998633323,0
Qwen/Qwen3.5-4B,24,1,5,raw,0.1179967799035323,0.48061036168845306,0.07076185444686234,61.274726713832095,85.94225322096558,73.60848996739884,0
Qwen/Qwen3.5-4B,24,1,5,label_residualized,0.021632795132023944,0.1950605384939077,0.07222864104020402,78.75173989659388,85.85799691512167,82.30486840585777,0
Qwen/Qwen3.5-4B,24,1,6,raw,0.14880295775594987,0.5443504134369839,0.035896279791706516,57.01971566879662,87.94285271922863,72.48128419401263,1
Qwen/Qwen3.5-4B,24,1,6,label_residualized,0.02343659010831469,0.2004153426050012,0.08189548623183925,78.43875181800485,85.30247331426726,81.87061256613606,0
Qwen/Qwen3.5-4B,24,1,7,raw,0.01156902086897485,0.15209284035092166,0.002410321957489535,81.25177075237684,89.86189859084773,85.55683467161228,0
Qwen/Qwen3.5-4B,24,1,7,label_residualized,0.0084242814809635,0.11963249262054063,0.050364964720758944,83.1291068333606,87.11307869946435,85.12109276641247,0
Qwen/Qwen3.5-4B,24,1,8,raw,0.2979528421936055,0.711579009554781,0.29926743482752655,44.63646646530941,72.58639111569458,58.611428790501996,1
Qwen/Qwen3.5-4B,24,1,8,label_residualized,0.21627288661897587,0.6259366629614459,0.20186398192506022,51.249030906475284,78.35401917324634,64.80152503986082,1
Qwen/Qwen3.5-4B,24,1,9,raw,0.03469182475125905,0.2558419507545131,0.06267811210178066,75.17651959364609,86.40645318225965,80.79148638795287,0
Qwen/Qwen3.5-4B,24,1,9,label_residualized,0.00804447577860517,0.11462791837886013,0.054308304018259694,83.41783557678949,86.88683178095079,85.15233367887014,0
Qwen/Qwen3.5-4B,24,2,3,raw,0.0331430218167077,0.2573318141098722,0.008147458520150913,75.08819985972346,89.5331798482693,82.31068985399638,0
Qwen/Qwen3.5-4B,24,2,3,label_residualized,0.020953291819254347,0.1840989426747703,0.0895218573564039,79.39139666601403,84.86389949964536,82.1276480828297,0
Qwen/Qwen3.5-4B,24,2,4,raw,0.02513310175713538,0.22233295447219162,0.02888357439682859,77.15390431262502,88.34486289936854,82.74938360599677,0
Qwen/Qwen3.5-4B,24,2,4,label_residualized,0.023204754487701273,0.2140016457960537,0.024754889860044114,77.64303734226334,88.5815043867795,83.11227086452142,0
Qwen/Qwen3.5-4B,24,2,5,raw,0.1327791272881892,0.5062362040091767,0.0963491584122957,59.586551227621726,84.47102285844709,72.02878704303441,1
Qwen/Qwen3.5-4B,24,2,5,label_residualized,0.1151422914098523,0.45760182998291826,0.14451694715841795,62.767534084450084,81.69069232386654,72.22911320415831,0
Qwen/Qwen3.5-4B,24,2,6,raw,0.052600008099144516,0.2733053532857695,0.1746545162989774,74.13895029112837,79.94144627544874,77.04019828328856,0
Qwen/Qwen3.5-4B,24,2,6,label_residualized,0.0186534799624597,0.18710170504819212,0.047957396645134036,79.21630888692054,87.25118921793563,83.2337490524281,0
Qwen/Qwen3.5-4B,24,2,7,raw,0.0482940196136417,0.27216167177005124,0.15005353593505985,74.20706050413577,81.369970943923,77.78851572402938,0
Qwen/Qwen3.5-4B,24,2,7,label_residualized,0.04649135670428009,0.27083914835261486,0.14010306609132603,74.2857928401501,81.94618972042687,78.11599128028848,0
Qwen/Qwen3.5-4B,24,2,8,raw,0.0531200920781457,0.32587605840692824,0.006706617139489528,70.98134083585383,89.61573626244568,80.29853854914975,0
Qwen/Qwen3.5-4B,24,2,8,label_residualized,0.0407568886475998,0.28449113605264903,0.024053498761567635,73.47156624947034,88.62170310958894,81.04663467952963,0
Qwen/Qwen3.5-4B,24,2,9,raw,0.09736920708528021,0.4078404806779489,0.16853651382101156,65.93075082150341,80.29726022575502,73.11400552362922,0
Qwen/Qwen3.5-4B,24,2,9,label_residualized,0.09024270506821519,0.3864826547345054,0.1763988881081723,67.26418383145115,79.83992496678866,73.5520543991199,0
Qwen/Qwen3.5-4B,24,3,4,raw,0.5472809999998994,0.9625859818319422,0.40986610933381,15.722378594951378,65.80357572237685,40.762977158664114,1
Qwen/Qwen3.5-4B,24,3,4,label_residualized,0.2654100090875271,0.7285164298725074,0.00915584954388131,43.2378350975899,89.47540113362088,66.35661811560539,1
Qwen/Qwen3.5-4B,24,3,5,raw,0.1082508967265983,0.4648420543062328,0.020582954150410473,62.29999944466484,88.82060031025247,75.56029987745866,0
Qwen/Qwen3.5-4B,24,3,5,label_residualized,0.013114839170239085,0.16062384130160892,0.02072824030142743,80.75689195529038,88.81227425060862,84.78458310294951,0
Qwen/Qwen3.5-4B,24,3,6,raw,0.12019386100717874,0.47967217435103937,0.10150038013575903,61.3360066047385,84.17442441448732,72.75521550961291,0
Qwen/Qwen3.5-4B,24,3,6,label_residualized,0.009814419462465513,0.13762245345613647,0.02624688990422631,82.08970886022395,88.49599126434873,85.29285006228633,0
Qwen/Qwen3.5-4B,24,3,7,raw,0.00788212412831512,0.12486976503227776,0.013106869855689566,82.82676505875072,89.24901017149993,86.03788761512533,0
Qwen/Qwen3.5-4B,24,3,7,label_residualized,0.06767024637739621,0.36119399723049206,0.06985262428464463,68.82645840299992,85.99447750874538,77.41046795587265,0
Qwen/Qwen3.5-4B,24,3,8,raw,0.35019137081762347,0.6950976523187278,0.4660708051103823,45.96500065219177,62.22045524786265,54.09272795002721,1
Qwen/Qwen3.5-4B,24,3,8,label_residualized,0.14003862854811508,0.5087812299021673,0.14566714521630494,59.41731787049892,81.62408600831519,70.52070193940705,1
Qwen/Qwen3.5-4B,24,3,9,raw,0.15818687566203696,0.5601881540094857,0.050625916599293566,55.93118915605045,87.09810816008141,71.51464865806594,1
Qwen/Qwen3.5-4B,24,3,9,label_residualized,0.03019664476822317,0.21218135812747188,0.1239853249365741,77.74978388871551,82.87783663796858,80.31381026334205,0
Qwen/Qwen3.5-4B,24,4,5,raw,0.10253397583391566,0.44793226375298234,0.06651795815386974,63.38890266370725,86.18598559590487,74.78744412980606,0
Qwen/Qwen3.5-4B,24,4,5,label_residualized,0.019456036919410332,0.19286621851969565,0.041408883017218276,78.87989910014848,87.62676721033345,83.25333315524097,0
Qwen/Qwen3.5-4B,24,4,6,raw,0.12719438129225452,0.49660675505864055,0.08815040223751931,60.22424250006327,84.94279000906381,72.58351625456353,0
Qwen/Qwen3.5-4B,24,4,6,label_residualized,0.04692785065146717,0.2976768818289747,0.07241667851754154,72.68187543696187,85.8471948738244,79.26453515539313,0
Qwen/Qwen3.5-4B,24,4,7,raw,0.030908699890822552,0.2341113817151032,0.08372132782684674,76.46075243317024,85.19749974869022,80.82912609093023,0
Qwen/Qwen3.5-4B,24,4,7,label_residualized,0.03383725546558568,0.2521632809610086,0.06393896047130257,75.3944389869039,86.33406668008274,80.86425283349331,0
Qwen/Qwen3.5-4B,24,4,8,raw,0.27636510124772756,0.6681615684755546,0.32602196384253285,48.07466813852383,70.97249814753503,59.523583143029434,1
Qwen/Qwen3.5-4B,24,4,8,label_residualized,0.10039986120195035,0.44767595971095764,0.019645801097785194,63.40532657547183,88.87430609235543,76.13981633391363,0
Qwen/Qwen3.5-4B,24,4,9,raw,0.1231721337152938,0.49601321001433296,0.01775282855955076,60.26341523319703,88.98278441290701,74.62309982305202,0
Qwen/Qwen3.5-4B,24,4,9,label_residualized,0.006376612746511064,0.10603003615260509,0.03886974307220701,83.9134854149353,87.77236659166587,85.84292600330059,0
Qwen/Qwen3.5-4B,24,5,6,raw,0.353334741523117,0.8032531347465907,0.24789894022768513,36.55811354273927,75.64678294886163,56.102448245800446,1
Qwen/Qwen3.5-4B,24,5,6,label_residualized,0.28765764349584666,0.736582008531982,0.18100340245057425,42.55893666565468,79.57178939262724,61.065363029140954,1
Qwen/Qwen3.5-4B,24,5,7,raw,0.009792296092709974,0.11051324522002456,0.08585694390297541,83.65509725686391,85.07469570943884,84.36489648315137,0
Qwen/Qwen3.5-4B,24,5,7,label_residualized,0.00796927946324643,0.1249423554054994,0.018109852352206954,82.8225731077704,88.96232516686774,85.89244913731906,0
Qwen/Qwen3.5-4B,24,5,8,raw,0.11404284644701758,0.4746344536949433,0.05298894469356695,61.66444798496811,86.96253452883954,74.31349125690383,0
Qwen/Qwen3.5-4B,24,5,8,label_residualized,0.010473055973255978,0.12933976963037566,0.06494101892081237,82.56855819436457,86.27653337952326,84.42254578694391,0
Qwen/Qwen3.5-4B,24,5,9,raw,0.11249466084002835,0.44803663692777795,0.15573212144738527,63.382213775739935,81.04074064611456,72.21147721092724,0
Qwen/Qwen3.5-4B,24,5,9,label_residualized,0.05155693671508823,0.3002856429505137,0.11376469605274335,72.52523969646168,83.46762025568013,77.99642997607091,0
Qwen/Qwen3.5-4B,24,6,7,raw,0.001986089324674297,0.05029521423635083,0.037981180527573995,87.11708017916429,87.82331510403564,87.47019764159997,0
Qwen/Qwen3.5-4B,24,6,7,label_residualized,0.002439003979692177,0.06326089766361226,0.029598425400320393,86.37299563059184,88.30388743151492,87.33844153105338,0
Qwen/Qwen3.5-4B,24,6,8,raw,0.1328107379785274,0.48457454264192157,0.17552489447490738,61.01539863720575,79.89079483876498,70.45309673798536,0
Qwen/Qwen3.5-4B,24,6,8,label_residualized,0.021949731964298863,0.20829603034688923,0.022632447289798914,77.9774860633167,88.7031455600485,83.3403158116826,0
Qwen/Qwen3.5-4B,24,6,9,raw,0.08040268240924561,0.40041228817238683,0.021802850709130753,66.3960448692026,88.7506896800911,77.57336727464684,0
Qwen/Qwen3.5-4B,24,6,9,label_residualized,0.0031489449596522508,0.06972252439208541,0.03790329156814162,86.00194990213858,87.82778102844273,86.91486546529066,0
Qwen/Qwen3.5-4B,24,7,8,raw,0.01240785651706341,0.12786663157458467,0.0920099862183244,82.65366954927119,84.72074929135336,83.68720942031227,0
Qwen/Qwen3.5-4B,24,7,8,label_residualized,0.0203791078001993,0.19033483886606536,0.06731169819747186,79.027674348395,86.14040548104583,82.58403991472042,0
Qwen/Qwen3.5-4B,24,7,9,raw,0.38736201345149346,0.8486382492932343,0.23353190090328382,31.936134655229324,76.49490084950321,54.21551775236627,1
Qwen/Qwen3.5-4B,24,7,9,label_residualized,0.48205959878227683,0.8467896375488564,0.4970578510640689,32.13580924706689,60.19446085564938,46.165135051358135,1
Qwen/Qwen3.5-4B,24,8,9,raw,0.1378832001747169,0.5165392636311024,0.0946234087151394,58.899602883641144,84.57035491875023,71.73497890119569,1
Qwen/Qwen3.5-4B,24,8,9,label_residualized,0.010564317695600695,0.12124102293120453,0.08018260253818485,83.03626905881796,85.4009381911314,84.21860362497469,0
Qwen/Qwen3.5-4B,31,1,2,raw,0.006363442227142587,0.11089170557102025,0.020734369771838516,83.63327897181688,88.81192298233003,86.22260097707345,0
Qwen/Qwen3.5-4B,31,1,2,label_residualized,0.003103369448254013,0.07878267338165686,0.0001710887114972461,85.48140280000297,89.99019733886105,87.735800069432,0
Qwen/Qwen3.5-4B,31,1,3,raw,0.06043854156947648,0.34583938743839016,0.035667930065985225,69.76695648808284,87.95594457861866,78.86145053335075,0
Qwen/Qwen3.5-4B,31,1,3,label_residualized,0.06197665173875376,0.32885303577117675,0.12573378361279305,70.80082578202405,82.77686717761067,76.78884647981735,0
Qwen/Qwen3.5-4B,31,1,4,raw,0.030448691982211003,0.23850215579406844,0.06335696998755475,76.20184676113475,86.3674800274752,81.28466339430497,0
Qwen/Qwen3.5-4B,31,1,4,label_residualized,0.028596498172694124,0.18457505517655423,0.152069212373709,79.36364179633178,81.25314046824437,80.30839113228808,0
Qwen/Qwen3.5-4B,31,1,5,raw,0.0078054675368682104,0.10941648231740292,0.06032386319709536,83.71832056493956,86.54159756531254,85.12995906512606,0
Qwen/Qwen3.5-4B,31,1,5,label_residualized,0.011087485862253776,0.12756069006009127,0.07683255869682387,82.67134343693296,85.59347592090502,84.13240967891899,0
Qwen/Qwen3.5-4B,31,1,6,raw,0.0022982580207815797,0.06583425193107932,0.0161977564569399,86.22524513619447,89.07189633040807,87.64857073330127,0
Qwen/Qwen3.5-4B,31,1,6,label_residualized,0.006396765177861928,0.11304906654347327,0.0036659118065233576,83.50888904744112,89.78995825496192,86.64942365120152,0
Qwen/Qwen3.5-4B,31,1,7,raw,0.004849281469002373,0.07940957131724667,0.05824674172188399,85.44537130661482,86.66081757959554,86.05309444310518,0
Qwen/Qwen3.5-4B,31,1,7,label_residualized,0.004897944732747758,0.07643101798017851,0.06288234216383122,85.616550360717,86.39472853330892,86.00563944701295,0
Qwen/Qwen3.5-4B,31,1,8,raw,0.13786556022091315,0.4665704513594504,0.24092142777275957,62.18809360251807,76.05906985492999,69.12358172872403,0
Qwen/Qwen3.5-4B,31,1,8,label_residualized,0.14219424252088625,0.4700646299005997,0.2518486227045618,61.96150811717505,75.41306884293603,68.68728848005554,0
Qwen/Qwen3.5-4B,31,1,9,raw,0.0034185600713236637,0.07233272756844815,0.04006365766072774,85.85201755631978,87.70390698273516,86.77796226952748,0
Qwen/Qwen3.5-4B,31,1,9,label_residualized,0.0026772960850892794,0.06819693212638549,0.026528675404696143,86.08956848977827,88.47984052040785,87.28470450509306,0
Qwen/Qwen3.5-4B,31,2,3,raw,0.022346468723865053,0.2048678258788513,0.052173857125985657,78.1782381871735,87.00930030154127,82.59376924435739,0
Qwen/Qwen3.5-4B,31,2,3,label_residualized,0.009475621520995783,0.13678277651183612,0.015547189189839382,82.1382781261721,89.10917578606326,85.62372695611768,0
Qwen/Qwen3.5-4B,31,2,4,raw,0.01763286127394472,0.18267580730708888,0.04353472145991952,79.47434303423526,87.5048556115465,83.48959932289088,0
Qwen/Qwen3.5-4B,31,2,4,label_residualized,0.0013627341816197986,0.04863716367657129,0.01897089014089775,87.21219593027011,88.91298285272359,88.06258939149686,0
Qwen/Qwen3.5-4B,31,2,5,raw,0.045372675514128415,0.28992323595007957,0.0817916150011193,73.1466396725701,85.30844473037413,79.22754220147212,0
Qwen/Qwen3.5-4B,31,2,5,label_residualized,0.012041625056319255,0.1548896984688678,0.009614126110142337,81.08960081584432,89.44914266387235,85.26937173985834,0
Qwen/Qwen3.5-4B,31,2,6,raw,0.033074298910208196,0.24195432568361816,0.08721640959935245,75.99808500168376,84.99651075856244,80.4972978801231,0
Qwen/Qwen3.5-4B,31,2,6,label_residualized,0.021453677436229508,0.19922345741184194,0.056721855482089224,78.50844738221664,86.74833184662144,82.62838961441904,0
Qwen/Qwen3.5-4B,31,2,7,raw,0.04180076277976072,0.2854836636115417,0.045832339788118334,73.41223835314506,87.3730801308472,80.39265924199613,0
Qwen/Qwen3.5-4B,31,2,7,label_residualized,0.0376072787859103,0.27161293710166323,0.037960110258382376,74.23973142840727,87.8245232127551,81.03212732058118,0
Qwen/Qwen3.5-4B,31,2,8,raw,0.02299292599594683,0.18847418155884624,0.10229044372577879,79.13624744275695,84.12892026021113,81.63258385148404,0
Qwen/Qwen3.5-4B,31,2,8,label_residualized,0.04055641292652674,0.2796202108823623,0.05408662976334108,73.76246097796495,86.89955147514411,80.33100622655454,0
Qwen/Qwen3.5-4B,31,2,9,raw,0.031832908327685434,0.19510137088239424,0.16000397412308645,78.74935454362195,80.79287310635172,79.77111382498683,0
Qwen/Qwen3.5-4B,31,2,9,label_residualized,0.026618501179240858,0.20294831586905562,0.10976786161894447,78.29057829044126,83.69806601333721,80.99432215188924,0
Qwen/Qwen3.5-4B,31,3,4,raw,0.4963964691842769,0.9232113568867574,0.3747982509082268,22.5998300669933,67.98815593688842,45.29399300194086,1
Qwen/Qwen3.5-4B,31,3,4,label_residualized,0.3531045480838526,0.7506976712016852,0.3777063709021492,41.34915148889278,67.80831783267647,54.57873466078462,1
Qwen/Qwen3.5-4B,31,3,5,raw,0.09178366236120926,0.4273798664241309,0.030228703209210867,64.6986055605151,88.26775900468375,76.48318228259943,0
Qwen/Qwen3.5-4B,31,3,5,label_residualized,0.024078709298619053,0.2186227126794437,0.01901389223487706,77.37184883822943,88.91051856974117,83.14118370398529,0
Qwen/Qwen3.5-4B,31,3,6,raw,0.03697926539717379,0.270834925624106,0.02463683941849192,74.28604417838484,88.5882702423681,81.43715721037647,0
Qwen/Qwen3.5-4B,31,3,6,label_residualized,0.0622546237266084,0.34716533391022897,0.06313064536511578,69.68596803491053,86.38047348468511,78.03322075979781,0
Qwen/Qwen3.5-4B,31,3,7,raw,0.006890998936047367,0.1167440918529859,0.012361831964410685,83.2957681632752,89.29170116084006,86.29373466205763,0
Qwen/Qwen3.5-4B,31,3,7,label_residualized,0.03336553326301495,0.22814517556542707,0.12116453850962483,76.81210496382704,83.04068384016612,79.92639440199659,0
Qwen/Qwen3.5-4B,31,3,8,raw,0.20558888892897592,0.5976404463018051,0.23238690755318175,53.29890668534794,76.56236018557962,64.93063343546378,1
Qwen/Qwen3.5-4B,31,3,8,label_residualized,0.05706948320954682,0.30502011195753814,0.14526423414077028,72.24062610621397,81.6474193019505,76.94402270408224,0
Qwen/Qwen3.5-4B,31,3,9,raw,0.06590870941010324,0.354353824238291,0.07906191287785069,69.24615303507187,85.46535349388381,77.35575326447784,0
Qwen/Qwen3.5-4B,31,3,9,label_residualized,0.013707185367376081,0.1442443867234971,0.08128916061514213,81.70647424601741,85.33732943134869,83.52190183868305,0
Qwen/Qwen3.5-4B,31,4,5,raw,0.05957936088506688,0.3358624523003562,0.07971910000071944,70.37500824915665,85.42758021683525,77.90129423299595,0
Qwen/Qwen3.5-4B,31,4,5,label_residualized,0.011226430144284559,0.1370332447334471,0.060619717307096595,82.12379093938432,86.52461529425416,84.32420311681923,0
Qwen/Qwen3.5-4B,31,4,6,raw,0.012088898452583506,0.1346983141004551,0.07767986279379072,82.2588247774258,85.54478344215714,83.90180410979147,0
Qwen/Qwen3.5-4B,31,4,6,label_residualized,0.004730257332448317,0.08961039244396508,0.03782184859225155,84.85880634276853,87.83245071560553,86.34562852918702,0
Qwen/Qwen3.5-4B,31,4,7,raw,0.02878426639558047,0.23988833493767667,0.004703142777972647,76.12005010349876,89.73052877493804,82.9252894392184,0
Qwen/Qwen3.5-4B,31,4,7,label_residualized,0.041473622982473604,0.2837144915950254,0.049531133884895925,73.5179771150461,87.16091339502906,80.33944525503757,0
Qwen/Qwen3.5-4B,31,4,8,raw,0.18470265522996165,0.5449682499403626,0.2691001988421074,56.97750602938482,74.38926953585576,65.68338778262029,1
Qwen/Qwen3.5-4B,31,4,8,label_residualized,0.04277911973452288,0.286106712966129,0.06083739199507847,73.37498650631508,86.5121203916849,79.94355344899999,0
Qwen/Qwen3.5-4B,31,4,9,raw,0.04877980248935453,0.2970099395870493,0.09666799245461961,72.72189863907663,84.45266934197036,78.5872839905235,0
Qwen/Qwen3.5-4B,31,4,9,label_residualized,0.017333843193381653,0.14570336674593076,0.11592331648837564,81.62198828692786,83.34311661628047,82.48255245160416,0
Qwen/Qwen3.5-4B,31,5,6,raw,0.0627520673067202,0.28685812468554733,0.2078859084097125,73.33005030632417,78.00151022098062,75.6657802636524,0
Qwen/Qwen3.5-4B,31,5,6,label_residualized,0.039238958373877794,0.27931168704499504,0.0215150697845566,73.78087165409606,88.7671821814076,81.27402691775183,0
Qwen/Qwen3.5-4B,31,5,7,raw,0.007670730384462072,0.1234150472235307,0.010496994223959173,82.91076403890581,89.3985554878326,86.15465976336921,0
